0.02386	0.02386	HP
0.136399	0.136399	HP
0.156282	0.156282	HP
0.18054	0.18054	HP
0.188493	0.188493	HP
0.206786	0.206786	HP
0.233032	0.233032	HP
0.238201	0.238201	HP
0.262061	0.262061	HP
0.294272	0.294272	HP
0.329664	0.329664	HP
0.36784	0.36784	HP
0.404028	0.404028	HP
0.442601	0.442601	HP
0.480777	0.480777	HP
0.522134	0.522134	HP
0.564287	0.564287	HP_low
0.634276	0.634276	HP_low
0.729317	0.729317	HP_low
0.767891	0.767891	HP_low
184.526864	184.526864	HP_low
184.760039	184.760039	HP_low
184.896009	184.896009	HP_low
184.99739	184.99739	HP_low
185.272311	185.272311	HP_low
185.379059	185.379059	HP_low
185.602097	185.602097	HP_low
185.719579	185.719579	HP_low
185.834677	185.834677	HP_low
186.048173	186.048173	HP_low
186.158499	186.158499	HP_low
186.273596	186.273596	HP_low
186.550306	186.550306	HP_low
186.609942	186.609942	HP_low
195.664444	195.664444	HP_low
195.855875	195.855875	HP_low
198.300943	198.300943	HP_low
198.367139	198.367139	HP_low
198.426774	198.426774	HP_low
198.483428	198.483428	HP_low
198.546046	198.546046	HP_low
200.929092	200.929092	HP_low
238.33147	238.33147	HP_low
238.375004	238.375004	HP_low
238.432254	238.432254	HP_low
238.493083	238.493083	HP_low
238.568224	238.568224	HP_low
238.642172	238.642172	HP
238.729837	238.729837	HP
238.817502	238.817502	HP
263.283682	263.283682	HP_low
263.362402	263.362402	HP_low
263.44291	263.44291	HP_low
264.457911	264.457911	HP_low
265.115098	265.115098	HP_low
265.225424	265.225424	HP_low
265.319052	265.319052	HP
265.394193	265.394193	HP
265.446673	265.446673	HP
265.492592	265.492592	HP
265.539108	265.539108	HP
265.589202	265.589202	HP
265.65182	265.65182	HP
265.726961	265.726961	HP
284.313649	284.313649	HP
284.385212	284.385212	HP
285.887438	285.887438	HP
285.916063	285.916063	HP
285.957211	285.957211	HP
286.069923	286.069923	HP_low
845.960577	845.960577	HP
846.080445	846.080445	HP
875.40575	875.40575	HP_low
875.470753	875.470753	HP_low
875.536353	875.536353	HP_low
875.600163	875.600163	HP_low
875.63177	875.63177	HP_low
875.662781	875.662781	HP_low
875.693791	875.693791	HP_low
875.756409	875.756409	HP_low
875.786823	875.786823	HP_low
875.796961	875.796961	sonar
875.817834	875.817834	HP_low
875.836321	875.836321	HP_low
875.880451	875.880451	HP_low
875.913251	875.913251	HP_low
875.920407	875.920407	sonar
875.946647	875.946647	HP
876.014036	876.014036	HP_low
876.046239	876.046239	HP_low
876.077846	876.077846	HP_low
876.111242	876.111242	HP_low
876.144638	876.144638	HP_low
876.177438	876.177438	HP_low
876.210237	876.210237	HP
876.24095	876.24095	HP
876.273153	876.273153	HP
876.305356	876.305356	HP
876.336069	876.336069	HP
876.367378	876.367378	HP
876.399283	876.399283	HP
876.431784	876.431784	HP
876.463093	876.463093	HP
876.4947	876.4947	HP
876.524816	876.524816	HP
876.555529	876.555529	HP
876.585943	876.585943	HP
876.616655	876.616655	HP
876.646771	876.646771	HP
876.73861	876.73861	HP
876.769025	876.769025	HP
876.799439	876.799439	HP
876.830151	876.830151	HP
876.860267	876.860267	HP
876.891278	876.891278	HP
876.923183	876.923183	HP
876.986994	876.986994	HP
877.018004	877.018004	HP
877.048717	877.048717	HP
877.079727	877.079727	HP
877.109545	877.109545	HP
877.139959	877.139959	HP
877.169777	877.169777	HP
877.199297	877.199297	HP
877.228817	877.228817	HP
877.25774	877.25774	HP_low
877.287558	877.287558	HP_low
877.317674	877.317674	HP_low
877.346896	877.346896	HP
877.376713	877.376713	HP
877.40683	877.40683	HP
877.436946	877.436946	HP
877.467658	877.467658	HP
877.497476	877.497476	HP
877.52789	877.52789	HP
877.559199	877.559199	HP
877.591104	877.591104	HP_low
877.622711	877.622711	HP_low
877.655511	877.655511	HP_low
877.688012	877.688012	broadband
877.689503	877.689503	HP
877.722601	877.722601	HP
877.755401	877.755401	HP
877.787604	877.787604	HP
877.820106	877.820106	HP
877.8538	877.8538	HP
877.886599	877.886599	HP_low
877.919697	877.919697	HP_low
877.945043	877.945043	HP_low
877.987086	877.987086	HP_low
878.019587	878.019587	HP_low
878.052089	878.052089	HP_low
878.085187	878.085187	HP
878.115899	878.115899	HP
878.147208	878.147208	HP
878.179113	878.179113	HP
878.210124	878.210124	HP_low
878.239345	878.239345	HP_low
878.269163	878.269163	HP_low
878.299279	878.299279	HP_low
878.311505	878.311505	sonar
878.328799	878.328799	HP
878.35802	878.35802	HP
878.375315	878.375315	sonar
878.388435	878.388435	HP
878.418849	878.418849	HP
878.434354	878.434354	sonar
878.450456	878.450456	HP
878.486237	878.486237	HP
878.494586	878.494586	sonar
878.551539	878.551539	sonar
878.612665	878.612665	sonar
878.675283	878.675283	sonar
878.71017	878.71017	HP_low
878.73462	878.73462	sonar
