0.655910	0.655910	HP
0.814148	0.814148	HP
0.986324	0.986324	HP
1.177358	1.177358	HP
1.489735	1.489735	HP
2.096451	2.096451	HP
2.296503	2.296503	HP
2.491636	2.491636	HP
2.685950	2.685950	HP
2.887642	2.887642	HP
3.077856	3.077856	HP
3.259051	3.259051	HP
3.427947	3.427947	HP
3.600123	3.600123	HP
3.763281	3.763281	HP
3.931358	3.931358	HP
4.099435	4.099435	HP
4.263412	4.263412	HP
4.434768	4.434768	HP
4.592187	4.592187	HP
4.752065	4.752065	HP
4.914402	4.914402	HP
5.148070	5.148070	HP
5.363700	5.363700	HP
5.520299	5.520299	HP
5.699854	5.699854	HP
5.869570	5.869570	HP
6.031908	6.031908	HP
6.176208	6.176208	HP
6.304930	6.304930	HP
6.427094	6.427094	HP
6.601730	6.601730	HP
6.791943	6.791943	HP
6.988716	6.988716	HP
7.257639	7.257639	HP
7.346187	7.346187	HP
7.435555	7.435555	HP
7.556078	7.556078	HP
11.308700	11.308700	HP
11.453000	11.453000	HP
11.504653	11.504653	HP
11.679289	11.679289	HP
11.838347	11.838347	HP
13.484680	13.484680	HP_low
13.869207	13.869207	HP
14.118453	14.118453	HP
14.346381	14.346381	HP_low
16.899161	16.899161	HP
17.066799	17.066799	HP
17.278763	17.278763	HP
17.477833	17.477833	HP
17.683350	17.683350	HP
17.907404	17.907404	HP
18.105668	18.105668	HP
18.302320	18.302320	HP
18.519121	18.519121	HP
18.742369	18.742369	HP_low
18.939827	18.939827	HP_low
19.157433	19.157433	HP
19.398412	19.398412	HP
19.524140	19.524140	HP
19.665182	19.665182	HP
19.802999	19.802999	HP
19.964995	19.964995	HP
20.163259	20.163259	HP
20.245466	20.245466	HP
20.309942	20.309942	HP
20.372806	20.372806	HP
20.441311	20.441311	HP
20.520295	20.520295	HP
20.615397	20.615397	HP
20.821720	20.821720	HP
88.797249	89.223378	HP_Buzzes with SONAR background
384.737994	384.737994	HP
384.920139	384.920139	HP
385.128074	385.128074	HP_low
385.414992	385.414992	HP_low
385.659195	385.659195	HP
385.869548	385.869548	HP_low
409.847368	409.847368	HP
410.259209	410.259209	HP
410.603349	410.603349	HP
411.361748	411.361748	HP
411.579355	411.579355	HP
411.828393	411.828393	HP
412.065343	412.065343	HP
412.303098	412.303098	HP
412.603717	412.603717	HP
412.844696	412.844696	HP
413.297640	413.297640	HP_low
413.495904	413.495904	HP
413.731242	413.731242	HP
414.023801	414.023801	HP
414.235766	414.235766	HP
414.496894	414.496894	HP
414.727396	414.727396	HP
