1036.822227	1036.822227	HP?
1037.007968	1037.007968	HP?
1037.176431	1037.176431	HP?
1043.475425	1043.475425	HP?
1049.645912	1049.645912	HP?
1049.950441	1049.950441	HP?
1066.745959	1066.745959	HP?
2606.237214	2606.237214	HP
2606.360321	2606.360321	HP
2801.144272	2801.144272	HP?
2944.691796	2944.691796	HP?
2946.845095	2946.845095	HP?
2946.996280	2946.996280	HP?
2953.225081	2953.225081	HP?
2955.357862	2955.357862	HP
2965.469946	2965.469946	HP?
2969.694473	2969.694473	HP?
2974.720277	2974.720277	HP?
2993.876434	2993.876434	HP?
2997.457346	2997.457346	HP?
3005.139679	3005.139679	HP?
3005.364296	3005.364296	HP?
3010.484051	3010.484051	HP
3010.865252	3010.865252	HP
3010.901968	3010.901968	HP
3010.923566	3010.923566	HP
3010.939764	3010.939764	HP
3010.962442	3010.962442	HP
3010.984040	3010.984040	HP
3048.897873	3048.897873	HP
3056.058619	3056.058619	HP
3087.553590	3087.553590	HP
3099.391336	3099.391336	HP
3099.574918	3099.574918	HP
3118.785068	3118.785068	HP
3118.906016	3118.906016	HP
3119.034523	3119.034523	HP
3120.562566	3120.562566	HP
3120.706191	3120.706191	HP
3120.808781	3120.808781	HP
3120.925409	3120.925409	HP
3121.036637	3121.036637	HP
3290.226132	3290.226132	HP?
