46.990979	46.990979	HP
602.794930	602.794930	HP
602.942141	602.942141	HP
603.084490	603.084490	HP
603.222418	603.222418	HP
604.654304	604.654304	HP
610.166115	610.166115	HP
610.876975	610.876975	HP
610.997220	610.997220	HP
611.117906	611.117906	HP
611.250972	611.250972	HP
611.388457	611.388457	HP
611.550699	611.550699	HP
611.673597	611.673597	HP
611.791189	611.791189	HP
636.448456	636.448456	HP_low
636.593457	636.593457	HP
636.748626	636.748626	HP
636.836157	636.836157	HP
636.922362	636.922362	HP
637.034207	637.034207	HP
637.165504	637.165504	HP_low
637.773360	637.773360	HP_low
637.846744	637.846744	HP_low
643.899658	643.899658	HP
644.052616	644.052616	HP
644.875763	644.875763	HP
645.010154	645.010154	HP
645.170186	645.170186	HP_low
663.263499	663.263499	HP
663.584888	663.584888	HP
663.755972	663.755972	HP
665.911096	665.911096	HP
666.058307	666.058307	HP
666.216571	666.216571	HP
666.292608	666.292608	HP
666.424789	666.424789	HP
666.785965	666.785965	HP
666.883664	666.883664	HP
666.987994	666.987994	HP
667.088346	667.088346	HP
667.216548	667.216548	HP
672.853025	672.853025	HP
672.967081	672.967081	HP
673.083347	673.083347	HP
673.234979	673.234979	HP
673.414462	673.414462	HP
